name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Target,"2209 State St, New Albany, IN 47150",target.com,(812) 945-5046,,4.3,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",38.305038,-85.9138597,Dollar/Discount Stores in Louisville 40205
Dollar Tree · Visited link,"Former Dry Cleaners, 2929 Preston Hwy, Louisville, KY 40217",dollartree.com,(502) 632-6237,,3.9,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.2072076,-85.8093725,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"2106 Brownsboro Rd, N Clifton Ave, Louisville, KY 40206",dollargeneral.com,(502) 272-0763,,2.3,"·
Delivery",38.2583921,-85.7775656,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"2701 S 4th St, Louisville, KY 40208",dollargeneral.com,(502) 792-0689,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2099776,-85.8359654,Dollar/Discount Stores in Louisville 40205
Family Dollar · Visited link,"1419 W Jefferson St, Louisville, KY 40203",familydollar.com,(502) 302-6513,,3.5,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
Dollar Tree · Visited link,"700 Algonquin Pkwy WAGS, Louisville, KY 40208",dollartree.com,(502) 536-7790,,3.9,"·
In-store shopping",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
DG Market · Visited link,"200 E Broadway, Louisville, KY 40202",dollargeneral.com,(502) 276-7912,,3.1,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
Dollar Tree · Visited link,"2815 W Broadway Village, Louisville, KY 40211",dollartree.com,(502) 822-7891,,3.8,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"409 W Oak St, Louisville, KY 40203",dollargeneral.com,(502) 665-0698,,2.6,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"1631 W Market St, Louisville, KY 40203",dollargeneral.com,(502) 792-0270,,3.8,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2569131,-85.846894,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"3517 Cane Run Rd, Louisville, KY 40211",dollargeneral.com,(502) 805-6985,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2218762,-85.8830444,Dollar/Discount Stores in Louisville 40205
Dollar Tree · Visited link,"2221 Hikes Lane Bardstown Square, Louisville, KY 40218",dollartree.com,(502) 715-4281,,3.6,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.200314,-85.7319775,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"1207 Gilmore Ln, Louisville, KY 40213",dollargeneral.com,(502) 785-0740,,3.7,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1755062,-85.7845065,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"4443 Cane Run Rd Ste 150, Louisville, KY 40216",dollargeneral.com,(502) 214-7871,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1951676,-85.9122194,Dollar/Discount Stores in Louisville 40205
Family Dollar · Visited link,"3036 Wilson Ave, Louisville, KY 40211",familydollar.com,(502) 276-6529,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.1951676,-85.9122194,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"2817 Del Rio Pl, Louisville, KY 40220",dollargeneral.com,(502) 805-5206,,3.8,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2147094,-85.7269438,Dollar/Discount Stores in Louisville 40205
Dollar General · Visited link,"2324 W Broadway, Louisville, KY 40211",dollargeneral.com,(502) 785-8326,,3.7,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2490622,-85.8635125,Dollar/Discount Stores in Louisville 40205
