name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
M&Y DESIGN,,,,,,,38.2530706,-85.8104148,Recently Closed Stores in Louisville 40207
Chenoweth Square · Visited link,"3907 Chenoweth Square, Louisville, KY 40207",,,,4.6,,38.254079,-85.7269662,Recently Closed Stores in Louisville 40207
The Fresh Market · Visited link,"1805 Rudy Ln, Louisville, KY 40207",stores.thefreshmarket.com,(502) 895-7593,,4.4,"Upscale grocery store chain with an old-world vibe offers local produce, prepared eats, wine & more.",38.254079,-85.7269662,Recently Closed Stores in Louisville 40207
Town Fair Center · Visited link,"1915-1987 S Hurstbourne Pkwy, Louisville, KY 40220",google.com,(513) 746-2605,,4.1,,38.2166903,-85.6574023,Recently Closed Stores in Louisville 40207
Target · Visited link,"4174 Westport Rd, Louisville, KY 40207",target.com,(502) 992-1039,,4.2,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",38.2581363,-85.714782,Recently Closed Stores in Louisville 40207
Poplar Level Mart · Visited link,"3130 Poplar Level Rd, Louisville, KY 40213",,(502) 822-1877,,5.0,,38.2112269,-85.7924507,Recently Closed Stores in Louisville 40207
Kroger · Visited link,"4009 Poplar Level Rd, Louisville, KY 40213",kroger.com,(502) 454-3914,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2112269,-85.7924507,Recently Closed Stores in Louisville 40207
Home Center Department Store KY #2 · Visited link,"1148 S 4th St, Louisville, KY 40203",,(502) 384-5385,,4.3,"·
In-store pickup
·
Delivery",38.2361451,-85.8334754,Recently Closed Stores in Louisville 40207
Paddock Shops · Visited link,"4055 Summit Plaza Dr, Louisville, KY 40241",paddockshops.com,(502) 425-3441,,4.4,Art & hanging plants line the walkways at this Mediterranean-inspired outdoor retail complex.,38.3079683,-85.6492252,Recently Closed Stores in Louisville 40207
Clothes Mentor · Visited link,"291 N Hubbards Ln, Louisville, KY 40207",cmstmatthews.com,(502) 290-9400,,4.0,"Resale clothing chain stocking pre-owned brand-name apparel, shoes & accessories for women.",38.2580383,-85.7102964,Recently Closed Stores in Louisville 40207
Walgreens · Visited link,"3800 Poplar Level Rd, Louisville, KY 40213",walgreens.com,(502) 459-7682,,3.4,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.2047176,-85.7855952,Recently Closed Stores in Louisville 40207
Westport Plaza · Visited link,"Westport Rd, Louisville, KY 40241",westport-plaza.edan.io,,,4.3,,38.2877604,-85.647878,Recently Closed Stores in Louisville 40207
CVS · Visited link,"3229 Poplar Level Rd, Louisville, KY 40213",cvs.com,(502) 634-3689,,3.0,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.",38.210972,-85.7891146,Recently Closed Stores in Louisville 40207
Dollar Tree · Visited link,"Former Dry Cleaners, 2929 Preston Hwy, Louisville, KY 40217",dollartree.com,(502) 632-6237,,3.9,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.210972,-85.7891146,Recently Closed Stores in Louisville 40207
Paul's Fruit Market · Visited link,"3922 Chenoweth Square, Louisville, KY 40207",paulsfruit.com,(502) 896-8918,,4.8,"·
In-store shopping
·
In-store pickup",38.2541667,-85.72682,Recently Closed Stores in Louisville 40207
St. Matthews Feed & Seed · Visited link,"225 Chenoweth Ln, Louisville, KY 40207",feed-seed.com,(502) 896-4473,,4.6,"·
In-store shopping
·
Delivery",38.2541667,-85.72682,Recently Closed Stores in Louisville 40207
Derb E Cigs · Visited link,"3519 Poplar Level Rd, Louisville, KY 40213",derbecigs.com,(502) 365-3039,,4.7,"·
In-store shopping
·
Curbside pickup",38.2083621,-85.7874976,Recently Closed Stores in Louisville 40207
Sandy's Pet Shop · Visited link,"1421 Hess Ln, Louisville, KY 40217",sandyspetshop.com,(502) 636-2743,,4.6,"·
In-store pickup",38.2083621,-85.7874976,Recently Closed Stores in Louisville 40207
Whole Foods Market · Visited link,"4944 Shelbyville Rd, Louisville, KY 40207",wholefoodsmarket.com,(502) 899-5545,,4.4,"Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).",38.248632,-85.6980794,Recently Closed Stores in Louisville 40207
