name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Ollie's Bargain Outlet · Visited link,"9070 Dixie Hwy, Louisville, KY 40258",ollies.us,(502) 935-6868,,4.2,"Discount chain carrying a wide range of closeout merchandise, including food, housewares & toys.",38.1251213,-85.9997228,Recently Closed Stores in Louisville 40217
Pop's Comics & Collectibles · Visited link,"903 Hess Ln, Louisville, KY 40217",popscomics502.com,(502) 409-6921,,4.7,"·
In-store pickup",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Everything Kentucky Gifts · Visited link,"140 N Fourth St Suite 326, Louisville, KY 40202",everythingkentuckygifts.com,,,2.2,,38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Zeller's Hardware Store · Visited link,"1452 Dixie Hwy, Louisville, KY 40210",mydoitbest.com,(502) 776-6861,,4.5,"·
In-store pickup",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Taylor Boulevard Pic-Pac · Visited link,"3110 Taylor Blvd, Louisville, KY 40215",facebook.com,(502) 367-2060,,4.4,,38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
The Love Boutique Louisville · Visited link,"140 W Jefferson St, Louisville, KY 40202",,(502) 585-4627,,3.9,"·
In-store shopping",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Sun-Apparel · Visited link,"4703 Allmond Ave suite b, Louisville, KY 40209",sun-apparel.com,(502) 882-5100,,4.5,"·
In-store pickup",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Clayton & Crume · Visited link,"216 S Shelby St, Louisville, KY 40202",claytonandcrume.com,(502) 785-6565 ext. 2,,4.8,"·
In-store shopping
·
Curbside pickup",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Dairy Kastle · Visited link,"575 Eastern Pkwy, Louisville, KY 40217",dairykastle.com,(502) 634-8990,,4.7,"Longtime cash-only shop for soft-serve ice cream, milkshakes, chili dogs & more in a retro space.",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Family Dollar · Visited link,"4126 Taylor Blvd Hazelwood Shp Ctr, Louisville, KY 40215",familydollar.com,(502) 916-7084,,3.8,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
CVS · Visited link,"400 E Broadway, Louisville, KY 40202",cvs.com,(502) 302-6008,,2.3,"Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Blaze Smoke Shop · Visited link,"2221 Crittenden Dr, Louisville, KY 40217",,(502) 384-9055,,4.6,,38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Dollar General · Visited link,"2701 Dixie Hwy, Louisville, KY 40216",dollargeneral.com,(502) 632-6780,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Christian Book Nook · Visited link,"2116 S Preston St, Louisville, KY 40217",,(502) 637-8881,,4.9,"·
In-store pickup",38.2053957,-85.8803806,Recently Closed Stores in Louisville 40217
Kroger · Visited link,"7509 Terry Rd, Louisville, KY 40258",kroger.com,(502) 935-8954,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.1425543,-86.0143625,Recently Closed Stores in Louisville 40217
Circle K · Visited link,"1630 Arthur St, Louisville, KY 40208",circlek.com,(502) 634-8917,,2.7,,38.222606,-85.8960186,Recently Closed Stores in Louisville 40217
Retroville KY · Visited link,"960 Baxter Ave Suite B, Louisville, KY 40204",,,,4.9,,38.222606,-85.8960186,Recently Closed Stores in Louisville 40217
The Capsule · Visited link,"1110 Logan St First floor, Louisville, KY 40204",,(502) 443-4156,,4.8,"·
In-store shopping",38.222606,-85.8960186,Recently Closed Stores in Louisville 40217
Family Dollar · Visited link,"2124 Bank St, Louisville, KY 40212",familydollar.com,(502) 208-2845,,3.8,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.222606,-85.8960186,Recently Closed Stores in Louisville 40217
Walgreens · Visited link,"5201 S 3rd St, Louisville, KY 40214",walgreens.com,(502) 361-2349,,2.5,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.222606,-85.8960186,Recently Closed Stores in Louisville 40217
Dollar General · Visited link,"8715 3rd Street Rd, Louisville, KY 40272",dollargeneral.com,(502) 791-9780,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1161321,-85.9552842,Recently Closed Stores in Louisville 40217
The Dog Shop · Visited link,"815 E Market St Suite #103, Louisville, KY 40206",thedogshopky.com,(502) 552-4197,,4.7,"·
In-store shopping
·
In-store pickup",38.2532701,-85.8814493,Recently Closed Stores in Louisville 40217
Walmart Neighborhood Market · Visited link,"5360 Dixie Hwy, Louisville, KY 40216",walmart.com,(502) 447-4757,,4.1,"·
In-store shopping
·
In-store pickup",38.1575268,-85.9799415,Recently Closed Stores in Louisville 40217
Wildflowers Florist · Visited link,"2406 S Preston St, Louisville, KY 40217",m.wildflowersfloristky.com,(502) 634-0110,,4.9,"·
In-store pickup
·
Delivery",38.2131244,-85.8863237,Recently Closed Stores in Louisville 40217
The UPS Store · Visited link,"3131 S 2nd St, Louisville, KY 40208",locations.theupsstore.com,(502) 368-2353,,3.7,"Store offering shipping, packaging, printing & other services, plus office supplies.",38.2131244,-85.8863237,Recently Closed Stores in Louisville 40217
