name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Family Dollar · Visited link,"2124 Bank St, Louisville, KY 40212",familydollar.com,(502) 208-2845,,3.8,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Dollar General · Visited link,"2701 S 4th St, Louisville, KY 40208",dollargeneral.com,(502) 792-0689,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Dollar Tree · Visited link,"700 Algonquin Pkwy WAGS, Louisville, KY 40208",dollartree.com,(502) 536-7790,,3.9,"·
In-store shopping",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"3022 Portland Ave, Louisville, KY 40212",familydollar.com,(502) 438-9773,,3.3,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"2501 Dixie Hwy, Louisville, KY 40216",familydollar.com,(502) 916-7076,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"3277 Taylor Blvd, Louisville, KY 40215",familydollar.com,(502) 473-9403,,3.8,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"790 Eastern Pkwy, Louisville, KY 40217",familydollar.com,(502) 438-9318,,3.4,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"3036 Wilson Ave, Louisville, KY 40211",familydollar.com,(502) 276-6529,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"1419 W Jefferson St, Louisville, KY 40203",familydollar.com,(502) 302-6513,,3.5,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
Family Dollar · Visited link,"2421 W Market St, Louisville, KY 40212",familydollar.com,(502) 313-0050,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2664909,-85.9280605,Dollar/Discount Stores in Louisville 40212
