name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Cliftboro Center · Visited link,"2200 Brownsboro Rd, Louisville, KY 40206",,(502) 897-1133,,4.1,"·
In-store pickup",38.2580288,-85.7762716,Supermarkets/Full-Service Groceries in Louisville 40205
Butchertown Grocery Bakery · Visited link,"743 E Main St, Louisville, KY 40202",instagram.com,(502) 742-8315 ext. 2,,4.6,,38.2547511,-85.8100019,Supermarkets/Full-Service Groceries in Louisville 40205
EZ Food Mart · Visited link,"1100 Algonquin Pkwy, Louisville, KY 40208",,(502) 690-3193,,4.7,"·
In-store pickup
·
Delivery",38.2137699,-85.8454149,Supermarkets/Full-Service Groceries in Louisville 40205
Walmart Supercenter · Visited link,"2020 Bashford Manor Ln, Louisville, KY 40218",walmart.com,(502) 451-6766,,3.7,"·
In-store shopping
·
Curbside pickup
·
Delivery",38.1998257,-85.7392825,Supermarkets/Full-Service Groceries in Louisville 40205
Golden Key International Grocery Store · Visited link,"3821 Bardstown Rd, Louisville, KY 40218",goldenkeymarket.com,(502) 485-9009,,4.7,,38.1998257,-85.7392825,Supermarkets/Full-Service Groceries in Louisville 40205
Walmart Neighborhood Market · Visited link,"5360 Dixie Hwy, Louisville, KY 40216",walmart.com,(502) 447-4757,,4.1,"·
In-store shopping
·
In-store pickup",38.1575268,-85.9078437,Supermarkets/Full-Service Groceries in Louisville 40205
Pic Pac Southside Drive · Visited link,"6629 Southside Dr, Louisville, KY 40214",facebook.com,(502) 366-9389,,4.2,"·
In-store pickup",38.1595779,-85.8362719,Supermarkets/Full-Service Groceries in Louisville 40205
Broadway Food Mart · Visited link,"4134 W Broadway, Louisville, KY 40211",,,,4.1,,38.2500656,-85.8930482,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"520 N 35th St, Louisville, KY 40212",kroger.com,(502) 776-3713,,3.9,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2500656,-85.8930482,Supermarkets/Full-Service Groceries in Louisville 40205
Cash Saver Market · Visited link,"5024 Poplar Level Rd, Louisville, KY 40219",facebook.com,(502) 915-8022,,3.8,,38.1644077,-85.7525716,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"4501 Outer Loop, Louisville, KY 40219",kroger.com,(502) 969-2855,,3.9,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.1644077,-85.7525716,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"6900 Bardstown Rd, Louisville, KY 40291",kroger.com,(502) 239-2115,,4.0,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.1461759,-85.6600838,Supermarkets/Full-Service Groceries in Louisville 40205
Oriental Supermarket · Visited link,"1211 Gilmore Ln, Louisville, KY 40213",,(502) 966-0400,,4.4,,38.1757318,-85.7838994,Supermarkets/Full-Service Groceries in Louisville 40205
EL REY MARKET · Visited link,"7600 National Turnpike, Louisville, KY 40214",,(502) 384-0949,,4.2,,38.1392744,-85.8264156,Supermarkets/Full-Service Groceries in Louisville 40205
Trader Joe's · Visited link,"4600 Shelbyville Rd #111, Louisville, KY 40207",locations.traderjoes.com,(502) 895-1361,,4.7,"Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",38.2500898,-85.7034683,Supermarkets/Full-Service Groceries in Louisville 40205
Target · Visited link,"3600 Mall Rd, Louisville, KY 40218",target.com,(502) 456-6768,,4.1,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",38.1982926,-85.7433568,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"5533 New Cut Rd, Louisville, KY 40214",kroger.com,(502) 361-7446,,4.0,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.1443748,-85.8455573,Supermarkets/Full-Service Groceries in Louisville 40205
Sunshine Grocery · Visited link,"125 E Oak St, Louisville, KY 40203",,(502) 561-9225,,4.4,,38.2345734,-85.826138,Supermarkets/Full-Service Groceries in Louisville 40205
Douglass Loop Farmers Market · Visited link,"2005 Douglass Blvd, Louisville, KY 40205",douglassloopfarmersmarket.org,(502) 794-8237,,4.8,,38.2254773,-85.7660278,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"9812 Linn Station Rd, Louisville, KY 40223",kroger.com,(502) 423-0943,,4.0,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2259916,-85.64837,Supermarkets/Full-Service Groceries in Louisville 40205
Al sham markets أسواق الشام · Visited link,"3819 Bardstown Rd ste b, Louisville, KY 40218",,(502) 749-0066,,4.8,"·
In-store shopping
·
In-store pickup",38.1964702,-85.726302,Supermarkets/Full-Service Groceries in Louisville 40205
7 STAR FOOD MART · Visited link,"2121 Crums Ln, Louisville, KY 40216",,(502) 708-1067,,4.8,"·
In-store shopping",38.1947354,-85.884287,Supermarkets/Full-Service Groceries in Louisville 40205
Neighborhood Food Mart Inc · Visited link,"542 Lampton St, Louisville, KY 40203",,(502) 583-2762,,4.6,,38.2415957,-85.8163981,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"2219 Holiday Manor Center, Louisville, KY 40222",kroger.com,(502) 425-6960,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2836689,-85.7026148,Supermarkets/Full-Service Groceries in Louisville 40205
Dixie Food Mart · Visited link,"3512 Dixie Hwy, Louisville, KY 40216",,(502) 618-2450,,4.1,,38.199881,-85.8755048,Supermarkets/Full-Service Groceries in Louisville 40205
Dino's Food Mart · Visited link,"2601 W Broadway, Louisville, KY 40211",,(502) 774-4333,,3.8,"·
Delivery",38.2498133,-85.8672613,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar Tree · Visited link,"Former Dry Cleaners, 2929 Preston Hwy, Louisville, KY 40217",dollartree.com,(502) 632-6237,,3.9,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.2072076,-85.8093725,Supermarkets/Full-Service Groceries in Louisville 40205
Garden Gate Fruit Market · Visited link,"4411 Breckenridge Ln, Louisville, KY 40218",gardengatemarket.com,(502) 499-5275,,4.6,"·
In-store shopping",38.1816702,-85.6982168,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar Tree · Visited link,"2221 Hikes Lane Bardstown Square, Louisville, KY 40218",dollartree.com,(502) 715-4281,,3.6,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.200314,-85.7319775,Supermarkets/Full-Service Groceries in Louisville 40205
Lucy Mae's Food Mart & Kitchen · Visited link,"2300 W Kentucky St suite 1, Louisville, KY 40210",,(502) 290-9291,,4.6,"·
Delivery",38.2421669,-85.8641023,Supermarkets/Full-Service Groceries in Louisville 40205
Valu Market Outer Loop Plaza · Visited link,"7519 Outer Loop, Louisville, KY 40228",valumarket.com,(502) 239-7375,,4.2,"·
In-store shopping
·
Curbside pickup
·
Delivery",38.1388889,-85.6923756,Supermarkets/Full-Service Groceries in Louisville 40205
Omar liquor plus · Visited link,"331 E Oak St, Louisville, KY 40203",,(502) 561-0868,,3.8,,38.2343762,-85.821857,Supermarkets/Full-Service Groceries in Louisville 40205
Paul's Fruit Market · Visited link,"4990 US-42, Louisville, KY 40222",paulsfruit.com,(502) 426-5070,,4.7,"·
In-store shopping
·
In-store pickup",38.2831732,-85.7005769,Supermarkets/Full-Service Groceries in Louisville 40205
Price Less Foods · Visited link,"7813 Beulah Church Rd, Louisville, KY 40228",mypricelessfoods.com,(502) 239-7297,,4.3,"·
In-store shopping",38.1354774,-85.6842582,Supermarkets/Full-Service Groceries in Louisville 40205
Lowe's Home Improvement · Visited link,"2100 Bashford Manor Ln, Louisville, KY 40218",lowes.com,(502) 238-5245,,4.1,"Home improvement chain for appliances & gardening supplies, plus tools & hardware.",38.2007,-85.7373868,Supermarkets/Full-Service Groceries in Louisville 40205
Nord's Bakery · Visited link,"2118 S Preston St, Louisville, KY 40217",nordsbakery.biz,(502) 634-0931,,4.8,"Corner bakeshop crafting made-to-order wedding cakes, donuts & other confections in snug confines.",38.2167866,-85.8175449,Supermarkets/Full-Service Groceries in Louisville 40205
Shorty's Food Mart · Visited link,"2133 Dixie Hwy, Louisville, KY 40210",,(502) 775-6262,,3.9,,38.2197302,-85.8655478,Supermarkets/Full-Service Groceries in Louisville 40205
Supermarket & Taqueria - La Rosita · Visited link,"5059 Preston Hwy, Louisville, KY 40213",,(502) 618-2883,,4.2,,38.1757271,-85.7845136,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar General · Visited link,"2701 S 4th St, Louisville, KY 40208",dollargeneral.com,(502) 792-0689,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2099776,-85.8359654,Supermarkets/Full-Service Groceries in Louisville 40205
Circle K · Visited link,"5001 Preston Hwy, Louisville, KY 40213",circlek.com,(502) 969-4367,,3.5,"·
In-store pickup",38.1759981,-85.7852098,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar Tree · Visited link,"5001 Preston Hwy, Louisville, KY 40213",circlek.com,(502) 969-4367,,3.5,"·
In-store pickup",38.1759981,-85.7852098,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar General,"4800 Bardstown Road Former Walgreens Bardstown, Louisville, KY 40291",dollartree.com,(502) 916-7345,,4.4,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.1779439,-85.6941979,Supermarkets/Full-Service Groceries in Louisville 40205
Price Less Foods · Visited link,"3943 Taylorsville Rd, Louisville, KY 40220",dollargeneral.com,(502) 272-0700,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1779439,-85.6941979,Supermarkets/Full-Service Groceries in Louisville 40205
Meijer · Visited link,"175 Mkt Pl Dr, Louisville, KY 40229",mypricelessfoods.com,(502) 326-5200,,4.3,"Chain retailer featuring brand-name groceries plus apparel, electronics & more.",38.2990934,-85.6260097,Supermarkets/Full-Service Groceries in Louisville 40205
Kroger · Visited link,"4100 Towne Center Dr, Louisville, KY 40241",meijer.com,(502) 326-5200,,4.3,"Chain retailer featuring brand-name groceries plus apparel, electronics & more.",38.2990934,-85.6260097,Supermarkets/Full-Service Groceries in Louisville 40205
Dollar Tree · Visited link,"9501 Westport Rd, Louisville, KY 40241",kroger.com,(502) 425-0065,,4.0,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2990934,-85.6260097,Supermarkets/Full-Service Groceries in Louisville 40205
Metal Supermarkets Louisville · Visited link,"4620 Shepherdsville Rd, Louisville, KY 40218",metalsupermarkets.com,(502) 479-3231,,4.6,,38.1833732,-85.7332474,Supermarkets/Full-Service Groceries in Louisville 40205
Kader's Market · Visited link,"4620 Shepherdsville Rd, Louisville, KY 40218",metalsupermarkets.com,(502) 479-3231,,4.6,,38.1833732,-85.7332474,Supermarkets/Full-Service Groceries in Louisville 40205
