name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Kroger · Visited link,"7509 Terry Rd, Louisville, KY 40258",kroger.com,(502) 935-8954,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.1135804,-85.9334994,Convenience Stores in Louisville 40207
Terry Convenient Store · Visited link,"6600 Terry Rd, Louisville, KY 40258",,,,,,38.1135804,-85.9334994,Convenience Stores in Louisville 40207
Dollar General · Visited link,"8517 Terry Rd, Louisville, KY 40258",dollargeneral.com,(502) 785-0535,,3.7,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1135804,-85.9334994,Convenience Stores in Louisville 40207
Marathon · Visited link,"7031 Global Dr, Louisville, KY 40258",,(502) 935-3130,,3.1,,38.1135804,-85.9334994,Convenience Stores in Louisville 40207
Marathon Gas · Visited link,"7520 Distribution Dr, Louisville, KY 40258",,(502) 937-6761,,3.7,,38.1499056,-85.9676257,Convenience Stores in Louisville 40207
G.M Food Mart · Visited link,"6602 Terry Rd, Louisville, KY 40258",,,,4.4,,38.1499056,-85.9676257,Convenience Stores in Louisville 40207
Valley Fast Mart · Visited link,"6306 Johnsontown Rd, Louisville, KY 40272",,(502) 409-4664,,,,38.1499056,-85.9676257,Convenience Stores in Louisville 40207
Kroger · Visited link,"10645 Dixie Hwy, Louisville, KY 40272",kroger.com,(502) 937-5205,,4.1,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.0986128,-85.941803,Convenience Stores in Louisville 40207
Shell · Visited link,"801 Valley College Dr, Louisville, KY 40272",shell.com,(502) 365-4091,,5.0,,38.0986128,-85.941803,Convenience Stores in Louisville 40207
Hunter's Market & Liquors · Visited link,"801 Valley College Dr, Louisville, KY 40272",shell.com,(502) 365-4091,,5.0,,38.167551,-85.9426008,Convenience Stores in Louisville 40207
Meijer,"6303 Lower Hunters Trace, Louisville, KY 40258",,(502) 447-2848,,4.2,,38.167551,-85.9426008,Convenience Stores in Louisville 40207
Dollar General · Visited link,"2625 Rockford Ln, Shively, KY 40216",dollargeneral.com,(502) 536-7998,,3.6,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.167551,-85.9426008,Convenience Stores in Louisville 40207
Quick Food Mart · Visited link,"7031 Global Dr, Louisville, KY 40258",,,,,,38.167551,-85.9426008,Convenience Stores in Louisville 40207
Thorntons · Visited link,"11700 Dixie Hwy, Louisville, KY 40272",thorntonsinc.com,(502) 933-2083,,3.4,,38.085242,-85.953114,Convenience Stores in Louisville 40207
Green Sky Food Mart · Visited link,"5116 Greenwood Rd, Louisville, KY 40258",greenskyfoodmart.com,(502) 384-0647,,5.0,,38.1436072,-85.9238469,Convenience Stores in Louisville 40207
Price Less Foods · Visited link,"10986 Dixie Hwy, Louisville, KY 40272",mypricelessfoods.com,(502) 995-3886,,4.3,"·
In-store shopping",38.1436072,-85.9238469,Convenience Stores in Louisville 40207
Circle K · Visited link,"9737 Old, 9737 3rd Street Rd, Louisville, KY 40272",circlek.com,(502) 995-5111,,3.9,,38.1436072,-85.9238469,Convenience Stores in Louisville 40207
Flintlock Quick Stop · Visited link,"4129 Flintlock Dr, Louisville, KY 40216",,,,3.8,,38.1436072,-85.9238469,Convenience Stores in Louisville 40207
Grab & Go Dixie · Visited link,"10501 Dixie Hwy, Louisville, KY 40272",,,,1.0,,38.1436072,-85.9238469,Convenience Stores in Louisville 40207
Dollar General · Visited link,"7005 Global Dr, Louisville, KY 40258",dollargeneral.com,(502) 785-1699,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1402945,-85.9603343,Convenience Stores in Louisville 40207
Rhythm Food Mart ( ATM ) · Visited link,"801 Valley College Dr, Louisville, KY 40272",,(502) 365-4091,,4.4,,38.1171791,-85.9164546,Convenience Stores in Louisville 40207
Prp Stop & Go · Visited link,"8105 Terry Rd, Louisville, KY 40258",,,,5.0,,38.1171791,-85.9164546,Convenience Stores in Louisville 40207
Friendly Stop · Visited link,"4502 Cane Run Rd, Louisville, KY 40216",,(502) 449-1654,,3.8,,38.1952914,-85.9155134,Convenience Stores in Louisville 40207
Walgreens · Visited link,"4926 Cane Run Rd, Louisville, KY 40216",walgreens.com,(502) 449-5168,,3.0,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.1952914,-85.9155134,Convenience Stores in Louisville 40207
Circle K · Visited link,"7800 St Andrews Church Rd, Louisville, KY 40214",circlek.com,(502) 447-6177,,3.7,,38.1952914,-85.9155134,Convenience Stores in Louisville 40207
VALLEY LIQUORS Express and Smoke Shopp · Visited link,"5427 Valley Station Rd, Louisville, KY 40272",order.online,(502) 713-5243,,4.4,,38.1074345,-85.9371318,Convenience Stores in Louisville 40207
Speedway · Visited link,"5339 Dixie Hwy, Louisville, KY 40216",speedway.com,(502) 447-8447,,4.1,,38.1577152,-85.9056051,Convenience Stores in Louisville 40207
Thorntons · Visited link,"4520 Dixie Hwy, Louisville, KY 40216",thorntonsinc.com,(502) 448-1050,,4.0,,38.1577152,-85.9056051,Convenience Stores in Louisville 40207
Dollar General · Visited link,"4443 Cane Run Rd Ste 150, Louisville, KY 40216",dollargeneral.com,(502) 214-7871,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1577152,-85.9056051,Convenience Stores in Louisville 40207
Family Dollar · Visited link,"6312 Greenwood Rd, Louisville, KY 40258",familydollar.com,(502) 625-6872,,3.8,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.1442082,-85.9425905,Convenience Stores in Louisville 40207
Shell · Visited link,"801 Valley College Dr, Louisville, KY 40272",find.shell.com,(502) 365-4091,,3.9,,38.1442082,-85.9425905,Convenience Stores in Louisville 40207
Speedway · Visited link,"4340 Cane Run Rd, Louisville, KY 40216",speedway.com,(502) 448-4025,,4.0,,38.1986939,-85.9108434,Convenience Stores in Louisville 40207
Walmart #1170 · Visited link,"10445 Dixie Hwy, Valley Station, KY 40272",,,,5.0,"·
In-store pickup",38.1032853,-85.9391295,Convenience Stores in Louisville 40207
Circle K · Visited link,"1630 Arthur St, Louisville, KY 40208",circlek.com,(502) 634-8917,,2.7,,38.222606,-85.8239208,Convenience Stores in Louisville 40207
Dollar General · Visited link,"7850 Dixie Hwy, Louisville, KY 40258",dollargeneral.com,(502) 791-9195,,3.8,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1365278,-85.9166985,Convenience Stores in Louisville 40207
Manslick Foodmart · Visited link,"3700 Manslick Rd, Louisville, KY 40215",,,,4.6,,38.1914797,-85.8732557,Convenience Stores in Louisville 40207
Thorntons · Visited link,"4136 Cane Run Rd, Louisville, KY 40216",thorntonsinc.com,(502) 448-7426,,3.6,,38.1914797,-85.8732557,Convenience Stores in Louisville 40207
Speedway · Visited link,"12201 Dixie Hwy, Valley Station, KY 40272",speedway.com,(502) 935-6656,,4.0,,38.0791369,-85.9550601,Convenience Stores in Louisville 40207
Scheler's Food Market · Visited link,"1397 S 2nd St St, Louisville, KY 40208",,(502) 635-2779,,4.1,"·
Delivery",38.2289827,-85.8299344,Convenience Stores in Louisville 40207
JC FOOD MART · Visited link,"2714 Crums Ln, Louisville, KY 40216",,(502) 449-0276,,4.4,,38.1944547,-85.898366,Convenience Stores in Louisville 40207
C & R Mini Mart · Visited link,"4514 Cane Run Rd, Louisville, KY 40216",,,,,,38.1944547,-85.898366,Convenience Stores in Louisville 40207
Shell · Visited link,"7746 St Andrews Church Rd, Louisville, KY 40214",shell.us,(502) 438-9400,,3.7,"·
Diesel gas",38.1944547,-85.898366,Convenience Stores in Louisville 40207
Dollar General · Visited link,"11909 Dixie Hwy, Valley Station, KY 40272",dollargeneral.com,(502) 632-9650,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.0818165,-85.9532833,Convenience Stores in Louisville 40207
EZ Food Mart · Visited link,"11909 Dixie Hwy, Valley Station, KY 40272",dollargeneral.com,(502) 632-9650,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.0818165,-85.9532833,Convenience Stores in Louisville 40207
St Matthews Mini Mart · Visited link,"1100 Algonquin Pkwy, Louisville, KY 40208",,(502) 690-3193,,4.7,"·
In-store pickup
·
Delivery",38.2137699,-85.8454149,Convenience Stores in Louisville 40207
Circle K · Visited link,"13401 Dixie Hwy, Louisville, KY 40272",circlek.com,(502) 933-0087,,3.5,,38.0617282,-85.958251,Convenience Stores in Louisville 40207
Platinum Food Mart · Visited link,"1025 W Broadway, Louisville, KY 40203",,(502) 690-7365,,4.9,"Convenience store chain offering grab-&-go bites & beverages, plus assorted newsstand items.",38.2477431,-85.841038,Convenience Stores in Louisville 40207
Speedway · Visited link,"3030 Taylor Blvd, Louisville, KY 40208",speedway.com,(502) 634-8955,,3.8,,38.2477431,-85.841038,Convenience Stores in Louisville 40207
Shell · Visited link,"300 S 1st St, Louisville, KY 40202",find.shell.com,(502) 584-8412,,2.9,,38.2477431,-85.841038,Convenience Stores in Louisville 40207
Speedway · Visited link,"1101 Bardstown Rd, Louisville, KY 40204",speedway.com,(502) 458-6643,,3.2,,38.2384409,-85.7924689,Convenience Stores in Louisville 40207
Circle K · Visited link,"8801 3rd Street Rd, Louisville, KY 40272",circlek.com,(502) 933-0282,,4.2,,38.1162578,-85.8838034,Convenience Stores in Louisville 40207
Duramart · Visited link,"1480 S 7th St, Louisville, KY 40208",,(502) 634-7110,,3.7,,38.227042,-85.8412868,Convenience Stores in Louisville 40207
Marathon · Visited link,"2720 Crums Ln, Louisville, KY 40216",,(502) 447-5160,,4.6,,38.1949144,-85.8986918,Convenience Stores in Louisville 40207
DEAL MASTER FOOD MART · Visited link,"6115 Blevins Gap Rd, Louisville, KY 40272",,(502) 933-0370,,4.2,,38.0705025,-85.9513557,Convenience Stores in Louisville 40207
Neighborhood Food Mart Inc · Visited link,"542 Lampton St, Louisville, KY 40203",,(502) 583-2762,,4.6,,38.2415957,-85.8163981,Convenience Stores in Louisville 40207
Walmart Supercenter,"542 Lampton St, Louisville, KY 40203",,(502) 583-2762,,4.6,,38.2415957,-85.8163981,Convenience Stores in Louisville 40207
Speedway · Visited link,"10445 Dixie Hwy, Louisville, KY 40272",walmart.com,(502) 935-3233,,3.8,"·
In-store shopping
·
In-store pickup",38.1025453,-85.9382358,Convenience Stores in Louisville 40207
Dixie Lotto Mart · Visited link,"3802 Dixie Hwy, Louisville, KY 40216",,(502) 260-2680,,5.0,,38.1969543,-85.8774967,Convenience Stores in Louisville 40207
Stop N Go · Visited link,"700 W Oak St, Louisville, KY 40203",,(502) 919-7166,,3.4,,38.2352011,-85.8375408,Convenience Stores in Louisville 40207
Thorntons · Visited link,"3320 Preston Hwy, Louisville, KY 40213",thorntonsinc.com,(502) 366-4047,,3.2,,38.2352011,-85.8375408,Convenience Stores in Louisville 40207
Dongar Food Mart & Deli · Visited link,"1397 S 2nd St St, Louisville, KY 40208",,(502) 635-2779,,3.9,,38.2352011,-85.8375408,Convenience Stores in Louisville 40207
Dollar Tree · Visited link,"Shopping Center, 10309 Dixie Highway Dixie Valley, Louisville, KY 40272",dollartree.com,(502) 632-4172,,4.2,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.1047692,-85.9393124,Convenience Stores in Louisville 40207
Speedway · Visited link,"4720 Dixie Hwy, Shively, KY 40216",speedway.com,(502) 447-7886,,4.0,,38.1748109,-85.8954452,Convenience Stores in Louisville 40207
Speedway · Visited link,"2210 Arthur St, Louisville, KY 40208",speedway.com,(502) 636-0438,,4.0,,38.2150529,-85.8250617,Convenience Stores in Louisville 40207
Shelby Mart · Visited link,"901 S Shelby St, Louisville, KY 40203",,(502) 384-1800,,3.3,,38.2150529,-85.8250617,Convenience Stores in Louisville 40207
Circle K · Visited link,"4300 Shelbyville Rd, Louisville, KY 40207",circlek.com,(502) 895-1291,,2.8,,38.250946,-85.7080228,Convenience Stores in Louisville 40207
Circle K · Visited link,"4301 Preston Hwy, Louisville, KY 40213",circlek.com,(502) 361-8500,,3.2,,38.186294,-85.7958518,Convenience Stores in Louisville 40207
RaceTrac · Visited link,"4301 Preston Hwy, Louisville, KY 40213",circlek.com,(502) 361-8500,,3.2,,38.186294,-85.7958518,Convenience Stores in Louisville 40207
Quick Shop Food Mart · Visited link,"800 Air Commerce Dr, Louisville, KY 40219",racetrac.com,(502) 961-7492,,2.7,,38.133606,-85.7918268,Convenience Stores in Louisville 40207
Mac's · Visited link,"Cane Run Rd, Louisville, KY 40216",,,,1.0,,38.2041964,-85.9036495,Convenience Stores in Louisville 40207
Walgreens · Visited link,"7338 Dixie Hwy, Louisville, KY 40258",walgreens.com,(502) 937-3747,,2.9,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.1439949,-85.9121311,Convenience Stores in Louisville 40207
Sam's Kwik Mart 2 · Visited link,"4060 Cane Run Rd, Louisville, KY 40216",,(502) 447-1780,,2.9,,38.2047429,-85.9029204,Convenience Stores in Louisville 40207
Speedy Mart · Visited link,"2720 Crums Ln, Shively, KY 40216",,(502) 447-5160,,1.0,,38.2047429,-85.9029204,Convenience Stores in Louisville 40207
Thorntons · Visited link,"4500 Shelbyville Rd, Louisville, KY 40207",thorntonsinc.com,(502) 896-2654,,3.1,,38.25075,-85.7052578,Convenience Stores in Louisville 40207
Marathon Gas · Visited link,"4060 Cane Run Rd, Louisville, KY 40216",,(502) 447-1780,,3.9,,38.2047744,-85.90306,Convenience Stores in Louisville 40207
4th & Cardinal Food Mart · Visited link,"1927 S 4th St, Louisville, KY 40208",,(502) 635-7740,,3.0,,38.2196569,-85.8347201,Convenience Stores in Louisville 40207
Circle K · Visited link,"2911 Bardstown Rd, Louisville, KY 40205",circlek.com,(502) 451-0030,,2.8,,38.2167117,-85.7472584,Convenience Stores in Louisville 40207
Highlands Mart · Visited link,"1351 Bardstown Rd, Louisville, KY 40204",,(502) 454-3931,,4.1,,38.2344336,-85.7851079,Convenience Stores in Louisville 40207
Next Door Convenience Food Mrt · Visited link,"3303 Newburg Rd, Louisville, KY 40218",,(502) 458-7308,,3.9,,38.2344336,-85.7851079,Convenience Stores in Louisville 40207
Scotts Food Mart & Deli · Visited link,"1810 Berry Blvd, Louisville, KY 40215",,(502) 368-1398,,3.3,"·
Delivery",38.1963663,-85.8685908,Convenience Stores in Louisville 40207
Tony's Convenient Mart · Visited link,"2532 W Broadway, Louisville, KY 40211",,,,4.0,,38.2491711,-85.8668625,Convenience Stores in Louisville 40207
Dollar General · Visited link,"3808 7th Street Rd, Louisville, KY 40216",dollargeneral.com,(502) 792-9639,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.1954257,-85.874966,Convenience Stores in Louisville 40207
44 Quick Stop · Visited link,"2329 KY-44, Shepherdsville, KY 40165",,(502) 543-8444,,4.7,"·
Diesel gas",38.0000044,-85.8254256,Convenience Stores in Louisville 40207
Boone’s BP · Visited link,"3320 Frankfort Ave, Louisville, KY 40206",bp.com,(502) 721-0043,,4.1,,38.2539786,-85.7443769,Convenience Stores in Louisville 40207
Nulu Food Mart · Visited link,"528 E Liberty St, Louisville, KY 40202",,(502) 883-1451,,3.5,,38.2507379,-85.8148551,Convenience Stores in Louisville 40207
Marathon Gas · Visited link,"4001 Cane Run Rd, Louisville, KY 40216",,(502) 447-1780,,3.7,,38.2080885,-85.8975089,Convenience Stores in Louisville 40207
CAPS Food Mart & Deli (MARATHON) · Visited link,"1506 S Shelby St, Louisville, KY 40217",,(502) 636-1953,,2.8,,38.2246639,-85.8147154,Convenience Stores in Louisville 40207
Walmart Grocery Pickup #1170 · Visited link,"10435 Dixie Hwy, Louisville, KY 40272",,,,,"·
In-store pickup",38.1031677,-85.9386417,Convenience Stores in Louisville 40207
Speedway · Visited link,"4417 Dixie Hwy, Shively, KY 40216",speedway.com,(502) 447-1878,,4.0,,38.1815479,-85.88733,Convenience Stores in Louisville 40207
Thorntons · Visited link,"2007 Brownsboro Rd, Louisville, KY 40206",thorntonsinc.com,(502) 897-2951,,2.9,,38.2599397,-85.7789042,Convenience Stores in Louisville 40207
BP · Visited link,"2704 Crittenden Dr, Louisville, KY 40209",bp.com,(502) 384-9134,,3.3,,38.2599397,-85.7789042,Convenience Stores in Louisville 40207
Stop N Go Smokes & Liquor · Visited link,"427 Warnock St, Louisville, KY 40217",,(502) 635-4844,,4.0,"·
Delivery",38.2047696,-85.8232772,Convenience Stores in Louisville 40207
EZ Mart · Visited link,"3420 Frankfort Ave, Louisville, KY 40207",,,,5.0,,38.2537897,-85.7403622,Convenience Stores in Louisville 40207
DG Market · Visited link,"200 E Broadway, Louisville, KY 40202",dollargeneral.com,(502) 276-7912,,3.1,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.24522,-85.8234408,Convenience Stores in Louisville 40207
Better Way Food Mart · Visited link,"200 E Broadway, Louisville, KY 40202",dollargeneral.com,(502) 276-7912,,3.1,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.24522,-85.8234408,Convenience Stores in Louisville 40207
Sunoco Gas · Visited link,"4001 Cane Run Rd, Louisville, KY 40216",,(502) 447-9070,,3.9,,38.2078549,-85.8973243,Convenience Stores in Louisville 40207
Circle K · Visited link,"4701 S 3rd St, Louisville, KY 40214",circlek.com,(502) 367-0292,,2.9,,38.181228,-85.8379208,Convenience Stores in Louisville 40207
ALDI · Visited link,"3442 Preston Hwy, Louisville, KY 40213",stores.aldi.us,(855) 955-2534,,4.5,"Retail chain selling a range of grocery items, meat & dairy.",38.181228,-85.8379208,Convenience Stores in Louisville 40207
Food Mart · Visited link,"4309 Crittenden Dr, Louisville, KY 40209",,,,2.0,,38.181228,-85.8379208,Convenience Stores in Louisville 40207
24/7 Stop & Go · Visited link,"427 Warnock St, Louisville, KY 40217",,,,3.7,,38.181228,-85.8379208,Convenience Stores in Louisville 40207
Marathon Gas · Visited link,"1054 Barret Ave, Louisville, KY 40204",marathonbrand.com,(502) 451-8730,,2.8,"·
Diesel gas",38.2349276,-85.7993607,Convenience Stores in Louisville 40207
Taylor Boulevard Pic-Pac · Visited link,"3110 Taylor Blvd, Louisville, KY 40215",facebook.com,(502) 367-2060,,4.4,,38.2062445,-85.8490812,Convenience Stores in Louisville 40207
Speedway · Visited link,"1422 Poplar Level Rd, Louisville, KY 40217",speedway.com,(502) 637-7198,,3.5,"Gas-station & convenience-store chain with grab-&-go food, plus hot & cold beverages.",38.2194641,-85.8011121,Convenience Stores in Louisville 40207
Speedway · Visited link,"2720 Taylorsville Rd, Louisville, KY 40205",speedway.com,(502) 456-6029,,3.8,,38.2226264,-85.7411866,Convenience Stores in Louisville 40207
Webb's Market · Visited link,"944 E Muhammad Ali Blvd, Louisville, KY 40204",,(502) 583-0318,,4.1,,38.2485922,-85.8070033,Convenience Stores in Louisville 40207
