name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Dollar Tree · Visited link,,,,,,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Citi Trends · Visited link,"2809 W Broadway, Louisville, KY 40211",locations.cititrends.com,(502) 632-9921,,3.9,"Retail chain selling brand-name streetwear at a discount, plus accessories, shoes & decor items.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Kroger · Visited link,"2710 W Broadway, Louisville, KY 40211",kroger.com,(502) 778-3346,,3.5,"Large supermarket chain with deli & bakery departments, plus health & beauty products.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Dollar General · Visited link,"2324 W Broadway, Louisville, KY 40211",dollargeneral.com,(502) 785-8326,,3.7,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Walgreens · Visited link,"3410 W Broadway, Louisville, KY 40211",walgreens.com,(502) 776-2528,,2.5,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Dollar General · Visited link,"3517 Cane Run Rd, Louisville, KY 40211",dollargeneral.com,(502) 805-6985,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Broadway Food Mart · Visited link,"4134 W Broadway, Louisville, KY 40211",,,,4.1,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Ace Beauty Supply · Visited link,"2600 W Broadway, Louisville, KY 40211",,(502) 882-3017,,4.1,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Family Dollar · Visited link,"3417 W Broadway, Louisville, KY 40211",familydollar.com,(502) 438-9682,,3.4,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Tiny Mart · Visited link,"3337 Greenwood Ave, Louisville, KY 40211",tiny-mart.edan.io,(502) 822-3616,,4.5,"·
In-store shopping",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Misc. Goods Co. (General Store) · Visited link,"1133 S Shelby St, Louisville, KY 40203",misc-goods-co.com,(502) 263-3251,,5.0,"·
In-store shopping",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Tnj Corner Store · Visited link,"3328 Virginia Ave, Louisville, KY 40211",,(502) 822-3644,,5.0,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Family Dollar · Visited link,"3036 Wilson Ave, Louisville, KY 40211",familydollar.com,(502) 276-6529,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
The Hat Don · Visited link,"800 E Kentucky St, Louisville, KY 40204",,(260) 702-5095,,,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Dino's Food Mart · Visited link,"2601 W Broadway, Louisville, KY 40211",,(502) 774-4333,,3.8,"·
Delivery",38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
Fashion Mart · Visited link,"706 E Broadway, Louisville, KY 40202",,(502) 585-8070,,4.0,,38.2352634,-85.9042459,Recently Closed Stores in Louisville 40211
