name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Department for Community Based Services - Food Distribution Center · Visited link,"Louisville, KY 40202",,(502) 724-6906,,,,38.2548599,-85.838501,Community Food Pantries in Louisville 40202
Saint Augustine Church - Food Distribution Center · Visited link,"1310 W Broadway, Louisville, KY 40203",,(502) 584-4602,,4.0,,38.2548599,-85.838501,Community Food Pantries in Louisville 40202
Jefferson County Community Action · Visited link,"4810 Exeter Ave, Louisville, KY 40218",,(502) 574-1270,,5.0,,38.1806968,-85.742703,Community Food Pantries in Louisville 40202
South Louisville Community Ministries · Visited link,"415 1/2 W Ashland Ave, Louisville, KY 40214",slcm.org,(502) 367-6445,,4.6,,38.185801,-85.8405918,Community Food Pantries in Louisville 40202
Southwest Seniors Program at Southwest Community Ministries - Food Distribution Center · Visited link,"8504 Terry Rd, Louisville, KY 40258",southwestcommunityministries.org,(502) 935-0310,,4.0,,38.1307268,-85.9467759,Community Food Pantries in Louisville 40202
Saint Matthews Area Ministries - Food Distribution Center · Visited link,"319 Browns Ln, Louisville, KY 40207",stmam.com,(502) 893-5704,,4.6,,38.2487147,-85.7158257,Community Food Pantries in Louisville 40202
Eastern Area Community Ministries - Food Distribution Center · Visited link,"9104 Westport Rd, Louisville, KY 40242",eacmonline.org,(502) 426-2824,,5.0,,38.2823847,-85.6560189,Community Food Pantries in Louisville 40202
The Lords Kitchen COH · Visited link,"1811 Standard Ave, Louisville, KY 40210",thelordskitchen.com,(502) 413-0198,,4.6,,38.2313629,-85.8623406,Community Food Pantries in Louisville 40202
Portland Avenue Community Trust - Food Distribution Center · Visited link,"2508 Portland Ave, Louisville, KY 40212",,(502) 774-4125,,5.0,,38.2313629,-85.8623406,Community Food Pantries in Louisville 40202
Open Hand Kitchen · Visited link,"Street, Louisville, KY 40215",svdplou.org,(502) 584-2480,,4.6,,38.2364659,-85.8195554,Community Food Pantries in Louisville 40202
The Lord's Kitchen - Food Distribution Center · Visited link,"1811 Standard Ave, Louisville, KY 40210",thelordskitchen.com,(502) 964-3304,,4.7,,38.2314944,-85.8622471,Community Food Pantries in Louisville 40202
Loaves and Fishes Inc · Visited link,"500 E Caldwell St, Louisville, KY 40203",loavesandfishesinc.com,(502) 718-5264,,4.8,,38.2389189,-85.8185531,Community Food Pantries in Louisville 40202
Sister Visitor Center - Choice Food Pantry · Visited link,"2235 W Market St, Louisville, KY 40212",cclou.org,,,4.8,,38.2588617,-85.8600247,Community Food Pantries in Louisville 40202
JFCS Food Pantry - Food Distribution Center · Visited link,"2821 Klempner Wy, Louisville, KY 40205",,(502) 452-6341,,5.0,,38.2588617,-85.8600247,Community Food Pantries in Louisville 40202
B.I.G. Giving Pantry · Visited link,"1100 Bardstown Rd, Louisville, KY 40204",,,,5.0,,38.2381534,-85.7930574,Community Food Pantries in Louisville 40202
