name,address,website,phone_number,reviews_count,reviews_average,summary,latitude,longitude,search_keyword
Dollar Tree · Visited link,,,,,,,38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar General · Visited link,"7427 3rd Street Rd, Louisville, KY 40214",dollargeneral.com,(502) 785-5290,,3.9,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Family Dollar · Visited link,"5312 S 3rd St Iroquois Manor, Louisville, KY 40214",familydollar.com,(502) 653-5319,,3.6,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
"DERBY DOLLAR STORE, LLC · Visited link","5057 Poplar Level Rd, Louisville, KY 40219",,,,,,38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar Tree · Visited link,"165 Outer Loop, 127 New Cut Rd MktCtr, Louisville, KY 40214",dollartree.com,(502) 654-8740,,4.3,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar General · Visited link,"2817 Del Rio Pl, Louisville, KY 40220",dollargeneral.com,(502) 805-5206,,3.8,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Family Dollar · Visited link,"Southland Shp Ctr, 6621 Southside Dr, Louisville, KY 40214",familydollar.com,(502) 822-7938,,3.7,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar Tree · Visited link,"2221 Hikes Lane Bardstown Square, Louisville, KY 40218",dollartree.com,(502) 715-4281,,3.6,"Chain offering a mix of household items, beauty products, food & more at discount prices.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar General · Visited link,"5501 Clearwater Farm Blvd, Louisville, KY 40228",dollargeneral.com,(502) 653-1660,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
Dollar General · Visited link,"2701 S 4th St, Louisville, KY 40208",dollargeneral.com,(502) 792-0689,,4.0,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",38.212625,-85.869581,Dollar/Discount Stores in Louisville 40214
